time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),rain_sum (mm),relative_humidity_2m_mean (%)
2018-04-11,27.6,31.8,23.5,1.90,80
2018-04-12,27.1,31.9,23.8,2.40,85
2018-04-13,27.1,32.7,24.0,17.00,83
2018-04-14,27.3,32.0,24.0,19.10,82
2018-04-15,26.7,30.7,23.6,52.70,86
2018-04-16,25.7,29.5,23.0,4.70,89
2018-04-17,26.5,30.9,23.9,17.80,87
2018-04-18,26.6,30.5,24.1,16.30,87
2018-04-19,26.7,29.6,24.4,18.80,87
2018-04-20,26.3,31.1,23.6,18.30,87
2018-04-21,25.9,29.8,23.4,14.50,89
2018-04-22,26.7,30.6,23.2,5.80,86
2018-04-23,26.0,28.4,24.0,6.70,89
2018-04-24,26.2,30.2,24.0,9.00,85
2018-04-25,26.8,30.6,24.2,7.90,85
2018-04-26,26.7,30.0,24.4,16.80,86
2018-04-27,26.7,31.1,24.5,6.80,84
2018-04-28,27.7,32.2,24.5,0.90,80
2018-04-29,27.4,31.0,24.4,4.30,82
2018-04-30,27.4,31.1,23.8,8.00,83
2018-05-01,26.1,29.1,23.4,11.00,86
2018-05-02,26.2,29.3,23.4,23.10,86
2018-05-03,26.4,29.3,23.4,24.00,87
2018-05-04,26.6,29.1,24.1,6.50,85
2018-05-05,26.2,29.2,23.5,1.70,87
2018-05-06,27.0,30.8,24.4,4.10,82
2018-05-07,26.6,30.3,23.6,7.50,85
2018-05-08,27.3,30.8,24.1,5.20,83
2018-05-09,27.3,30.4,24.0,3.60,83
2018-05-10,26.6,30.7,23.6,16.40,86
2018-05-11,26.9,30.8,23.5,5.50,84
2018-05-12,26.5,30.9,24.0,8.60,85
2018-05-13,26.3,28.9,24.3,11.50,86
2018-05-14,26.3,29.7,23.5,24.70,86
2018-05-15,25.9,28.4,23.8,12.50,87
2018-05-16,26.0,29.2,23.6,9.50,86
2018-05-17,26.8,28.9,25.0,10.60,84
2018-05-18,26.3,30.2,24.0,11.10,86
2018-05-19,25.8,30.0,23.3,13.90,88
2018-05-20,26.2,30.1,23.8,15.60,88
2018-05-21,25.9,29.7,24.0,19.90,89
2018-05-22,26.1,29.5,24.1,16.30,88
2018-05-23,26.0,28.8,23.6,16.60,88
2018-05-24,26.6,29.5,24.0,4.70,86
2018-05-25,26.5,30.5,24.0,24.80,88
2018-05-26,25.7,29.3,23.9,34.40,90
2018-05-27,26.3,30.5,23.7,27.00,89
2018-05-28,26.7,30.8,23.8,1.60,86
2018-05-29,26.5,29.8,24.0,6.90,86
2018-05-30,26.5,29.6,24.3,17.60,84
2018-05-31,26.5,30.4,23.5,24.00,87
2018-06-01,26.8,29.6,23.8,4.30,85
2018-06-02,27.1,30.4,24.0,0.30,81
2018-06-03,27.8,31.3,24.8,1.50,81
2018-06-04,26.9,30.2,24.2,2.20,83
2018-06-05,27.4,30.4,24.1,0.30,82
2018-06-06,27.4,30.9,23.7,6.80,84
2018-06-07,27.5,30.8,24.1,1.90,81
2018-06-08,27.0,29.7,23.7,0.90,84
2018-06-09,27.2,30.5,24.4,1.50,78
2018-06-10,27.5,31.2,24.2,1.20,81
2018-06-11,27.6,30.6,24.3,0.70,80
2018-06-12,27.9,31.0,24.6,2.70,80
2018-06-13,26.8,29.8,24.0,5.00,83
2018-06-14,27.4,31.2,23.7,4.50,80
2018-06-15,26.9,30.2,24.0,1.50,82
2018-06-16,27.2,30.6,24.5,5.50,84
2018-06-17,26.1,28.9,23.1,7.40,86
2018-06-18,26.2,29.0,23.5,8.40,86
2018-06-19,26.5,29.8,23.9,12.30,85
2018-06-20,26.7,29.5,23.5,1.70,83
2018-06-21,26.4,30.8,23.0,4.00,84
2018-06-22,26.4,30.7,23.4,33.30,85
2018-06-23,25.0,27.2,23.6,23.20,91
2018-06-24,25.9,29.1,23.8,8.60,87
