name,taxid,ERR14789363,ERR14789354,ERR14789359,ERR14789366,ERR14789356,ERR14789361,ERR14789364,ERR14789353,ERR14789350,ERR14789367,ERR14789362,ERR14789355,ERR14789358,ERR14789365,ERR14789357,ERR14789360,ERR14789266,ERR14789263,ERR14789272,ERR14789259,ERR14789269,ERR14789264,ERR14789261,ERR14789270,ERR14789262,ERR14789273,ERR14789267,ERR14789260,ERR14789271,ERR14789268,ERR14789265,ERR14789310,ERR14789309,ERR14789315,ERR14789318,ERR14789312,ERR14789320,ERR14789317,ERR14789308,ERR14789314,ERR14789319,ERR14789311,ERR14789321,ERR14789316,ERR14789307,ERR14789313,ERR14789380,ERR14789372,ERR14789377,ERR14789382,ERR14789370,ERR14789375,ERR14789369,ERR14789378,ERR14789376,ERR14789381,ERR14789373,ERR14789374,ERR14789368,ERR14789379,ERR14789371,ERR14789288,ERR14789294,ERR14789285,ERR14789291,ERR14789296,ERR14789287,ERR14789282,ERR14789293,ERR14789290,ERR14789289,ERR14789295,ERR14789284,ERR14789283,ERR14789292,ERR14789297,ERR14789286,ERR14789183,ERR14789186,ERR14789179,ERR14789190,ERR14789176,ERR14789189,ERR14789184,ERR14789175,ERR14789178,ERR14789187,ERR14789182,ERR14789188,ERR14789177,ERR14789185,ERR14789336,ERR14789348,ERR14789345,ERR14789340,ERR14789334,ERR14789347,ERR14789339,ERR14789342,ERR14789341,ERR14789337,ERR14789344,ERR14789343,ERR14789335,ERR14789346,ERR14789338,ERR14789327,ERR14789322,ERR14789333,ERR14789328,ERR14789325,ERR14789331,ERR14789323,ERR14789332,ERR14789326,ERR14789330,ERR14789329,ERR14789324
              Popoffvirus,2560208,1.79,1.64,1.01,0.51,1.94,2.86,1.51,0.29,,0.87,1.73,2.04,0.55,2.19,0.87,0.95,,,0.24,0.48,1.41,1.21,0.79,,0.91,0.37,,1.19,0.35,,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.09,,0.18,0.02,,,,,,0.08,,0.48,,,,0.15,,0.14,,,,0.1,,1.08,0.16,,,,,0.01,0.45,0.38,,,,0.95,0.88,0.5,,0.04,0.42,0.1,0.35,0.05,0.7,,
              Rimavirus,2560214,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,0.05,,,0.09,,,,0.05,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,
                Sanovirus,2560222,0.13,0.05,0.1,,,,,0.03,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,0.1,,,,0.1,,,,,,,,,,,,,,,,,,,,,0.19,,,,,0.05,0.12,0.14,0.11,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,0.1,,0.05,0.04,,,
              Scapunavirus,2560225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,,0.24,,0.46,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,
                Sugarlandvirus,2560233,,0.06,0.08,,0.22,,,,,0.12,,,,,,,0.5,,0.35,0.35,,1.14,0.53,0.56,0.43,0.37,,0.34,0.17,0.38,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.28,,,1.59,0.5,,0.09,1.0,,0.09,0.33,,,,,,,,,,,,,,,,,,,,,0.03,,,,0.01,,,,,,,,,,0.04,,,,,,,
              Trinavirus,2560242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Tulanevirus,2560244,0.1,0.1,0.1,0.1,,,,,,0.16,,,,,,,,,0.3,0.34,0.19,0.28,0.29,,0.37,0.35,,0.28,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,0.09,,,0.12,,,,,,,0.24,,,,,,,,,,,0.06,,,,
                Unahavirus,2560245,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,0.61,,,,,,0.39,0.28,,0.35,0.33,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Vicosavirus,2560248,,,,,,,,,,,,,,,,,,,,,,,,1.35,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,0.63,,,,,
              Vieuvirus,2560250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,
                  Vividuovirus,2560251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Taipeivirus,2731621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,,,,,,,0.1,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Pettyvirus,2731671,0.08,,,,,,,,,,0.14,,,,,,0.38,,0.19,0.14,0.53,0.76,0.15,0.56,0.17,0.29,0.52,0.12,1.21,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,,,,0.14,,,1.13,
                  Daemvirus,2731672,,,,,,,,,,,,,,,,,,,0.99,0.33,1.65,0.88,1.13,1.03,0.27,0.75,0.23,0.52,4.49,0.26,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02,,,,0.1,,,0.49,
                  Bonnellvirus,2731932,,,,,,,,,,,,,,,,,,,,,,0.51,,,0.2,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.22,,,,,,,,
                Gajwadongvirus,2731941,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.28,,,,,,,0.05,,0.21,0.18,1.26,0.13,,,0.24,,0.16,,0.08,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,
                Gyeongsanvirus,2731942,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Jiaoyazivirus,2731945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Kalppathivirus,2731949,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Kelmasvirus,2731950,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Paadamvirus,2731961,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Piedvirus,2731968,,,,,,,,,,,,,,,,,,,,,0.37,,,0.21,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Scottvirus,2731973,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Epseptimavirus,2732017,,,,,,,,,,,,,,,,,,,,0.07,,0.23,0.11,,0.07,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,0.04,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
                Shenzhenvirus,2732038,,,,,,,,,,0.11,,,,,,,0.2,,0.24,0.43,0.29,0.74,0.29,,0.23,0.51,,0.17,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,0.09,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Nouzillyvirus,2732049,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Loudonvirus,2732063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,
                  Andhravirus,2732589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,
                  Aarhusvirus,2732675,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Apdecimavirus,2732676,,,,,,,,,,,,,,,,,0.35,,0.98,1.84,,0.62,0.78,0.83,1.52,0.66,1.22,0.2,0.16,1.14,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.09,,0.23,,,,0.13,0.16,0.1,0.15,0.16,,,,,,0.13,,0.47,0.32,0.49,,0.24,,0.33,0.76,0.15,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,
                  Berlinvirus,2732677,,,,,,,,,,,,,,,,,,,0.36,0.47,,0.64,0.82,,0.33,0.46,0.43,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,0.28,,,,0.21,0.25,,,0.42,,1.15,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,0.01,,,,,,,,,,,,,
                  Caroctavirus,2732678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,
                  Chatterjeevirus,2732679,,,,,,,,,,,,,,,,,,,0.11,0.22,,,,,0.19,,,,0.16,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Foetvirus,2732682,,,,,,,,,,,,,,,,,0.22,,0.19,0.37,,1.3,0.68,,0.12,0.6,0.23,0.24,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,0.09,,,0.13,0.09,0.24,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Ghunavirus,2732683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,,,,,,4.64,,,,,,,,,,,,,
                  Helsettvirus,2732684,0.31,0.08,,,,,,,,,0.3,,,0.33,,,,,0.78,0.07,,,0.22,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Jarilovirus,2732685,,,,,,,,,,,,,,,,,,,,0.13,,,,,0.14,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,
                  Kayfunavirus,2732686,,,,,,,,0.14,,,,,,0.26,,,1.66,,0.33,0.53,,0.33,0.94,,0.43,0.24,0.37,0.51,0.19,0.27,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,0.24,0.78,0.81,0.37,0.63,,1.55,1.59,0.49,0.47,0.69,3.69,0.68,1.24,0.62,0.02,0.13,,0.32,0.17,0.45,0.25,,,0.45,,0.57,0.76,0.14,,,,,,0.54,,,,,,,,0.02,,,,0.54,,0.04,0.36,,0.22,0.03,,,
                  Minipunavirus,2732687,,,,,,,,,,,,,,,,,,,,0.16,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Ningirsuvirus,2732688,,,,,,,,,,,,,,,,,,,0.14,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Pektosvirus,2732689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,
                  Phutvirus,2732690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,1.9,,,,,,,,,,,,
                  Pifdecavirus,2732691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86,,,,,,,,,,,,,
                  Pijolavirus,2732692,,,,,,,,,,,,,,,,,,,5.99,,0.52,,,,,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,8.68,,,,1.38,,,,0.35,,,0.26,,,,,,,,,,
                  Teetrevirus,2732693,,,,,,,,,,,,,,,,,,,1.07,1.37,,0.56,0.56,0.29,0.6,0.57,1.4,0.2,0.18,0.41,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,0.16,,,,,0.12,,,,,,,,0.36,,,,,,,,0.01,,,,,,,,,,,,,
                  Troedvirus,2732694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,0.01,,,,,,,,,,,,,
                Tunggulvirus,2732909,,,,,0.97,,,,,,,,,,,,,,12.47,,0.58,,,12.32,,13.69,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.51,,,1.14,0.55,,0.83,,94.62,,,,,,,22.13,,,,,4.04,,,,1.06,15.08
                  Ahphunavirus,2732912,,,,,,,,,,,,,,,,,,,,0.07,,0.26,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Cronosvirus,2732913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,0.12,,,0.05,0.21,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Pienvirus,2732915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Kantovirus,2732920,,,,,,,,,,,,,,,,,,,,,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,,,,,,
                  Kotilavirus,2732921,,0.06,,,,,,,,,,,,,,,,,,,0.35,,0.09,,0.13,,,0.27,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,0.11,0.1,,,0.03,,,,,,0.07,,0.25,,,,0.12,,,,,,,,,,0.56,,,,,,,,,,,,,2.57,,,,,,,,
                  Stompvirus,2732922,,0.09,0.1,,0.24,,,0.05,,0.15,,,,,,,,,0.21,0.26,1.51,0.22,0.41,0.3,0.34,,0.21,0.42,0.2,0.19,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.08,,,1.03,0.25,0.32,0.54,0.13,0.17,0.08,0.17,0.22,0.02,,,0.39,0.19,1.21,,0.45,,0.6,,0.48,,,,,,,,,,,,,,0.17,,,,,,,,,,,0.06,,,,
                  Kirikabuvirus,2732923,,,,,,,,,,,,,,,,,,,0.3,,7.17,,0.1,0.58,,,,,19.61,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.12,,,,0.29,,,,,,,0.63,,,,,9.65,,,,,
                Stubburvirus,2732924,0.7,0.07,0.27,0.17,,,,,,0.23,0.13,0.19,,0.26,0.16,,,,0.22,0.69,,0.26,0.27,,0.2,0.24,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.11,,,,,,,,0.28,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,0.07,,,,,
                  Vectrevirus,2732928,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,
                Ampunavirus,2732929,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Risjevirus,2732932,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Bucovirus,2732937,,,,,,,,,,,,,,,,,,,,,5.96,,,0.96,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Koutsourovirus,2732938,,0.05,,0.1,,,,,,0.21,,,,0.19,,,,,,,3.54,,,0.19,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,0.16,0.12,,,3.84,,0.89,0.93,0.22,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,0.2,,0.07,0.43,0.07,0.34,0.1,0.4,,0.3
                  Carltongylesvirus,2732960,,,,,,,,,,,,,,,,,,,0.13,0.26,,0.51,0.26,,0.22,0.26,,0.35,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,0.12,0.09,,,0.03,0.09,,,,,,,0.19,,,,0.12,,,,,,,,,0.11,,,,,,,,,,,,,0.31,,0.05,0.22,,0.25,,0.19,0.49,
                  Faunusvirus,2732961,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Loessnervirus,2732962,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Pahsextavirus,2732963,,0.08,,,,,,0.05,,,,,,,,,0.62,,0.84,1.34,0.92,0.71,1.2,0.84,1.3,0.62,0.44,1.33,0.34,0.35,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.56,0.42,,,0.06,0.19,,,,,,,,,,,0.12,,,,,,0.29,,,0.14,,0.64,,,,,,,,,,,,,,,,,,,,
                  Yushanvirus,2732965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                  Schiekvirus,2732968,,,,,,,,,,,,,,,,,,,,0.12,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.12,,,,,,,0.13,,0.02,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Harbinvirus,2732970,,0.08,,,,,,,,,,,,,,,,,,,,0.56,0.25,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Aresaunavirus,2732972,,,,,,,,,,,,,0.26,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Bielevirus,2732974,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Citexvirus,2732977,,,,,,,,,,,,,0.13,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Kisquattuordecimvirus,2732982,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Kisquinquevirus,2732983,,,,,,,,,,,,,0.09,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Simpcentumvirus,2733081,,,,,,,,,,,,,0.11,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Alexandravirus,2733088,,,,,,,,,,,,,,,,,,,0.15,0.22,,0.15,0.13,,0.15,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,0.19,,,,,,0.19,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Anaposvirus,2733090,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Aurunvirus,2733093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Baikalvirus,2733094,,,,,,,,,,,,,,,,,,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Barbavirus,2733095,,,,,,,,,,,,,0.06,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Derbicusvirus,2733102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,0.12,,,0.02,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Eponavirus,2733103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,0.08,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Loughboroughvirus,2733112,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                Petsuvirus,2733122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Phabquatrovirus,2733123,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Phapecoctavirus,2733124,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,0.08,,,,,,,,,,0.26,,0.21,0.14,0.2,,,,0.17,0.19,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,0.02,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48,,,,,,,,
